mof_name,LCD,PLD,LFPD,ASA,AV_VF,AV_cm3g,has_NASA,OMS,Metal_enc,Topology_enc,lig1_length,n_h2o,n_co2,energy,Metal,Topology
AVIPAX,0.1865538575059789,-0.014487219586687954,0.20248075893562317,0.658302920751853,0.18218397331454797,0.431772904956425,0.0,1,7,1,7.32218204149006,2,1,-1.1019495199998346,Other,UNKNOWN
AVIPAX,0.1865538575059789,-0.014487219586687954,0.20248075893562317,0.658302920751853,0.18218397331454797,0.431772904956425,0.0,1,7,1,7.32218204149006,0,1,-0.2527968100002908,Other,UNKNOWN
AVIPAX,0.1865538575059789,-0.014487219586687954,0.20248075893562317,0.658302920751853,0.18218397331454797,0.431772904956425,0.0,1,7,1,7.32218204149006,1,1,-0.943868360000124,Other,UNKNOWN
AVIPAX,0.1865538575059789,-0.014487219586687954,0.20248075893562317,0.658302920751853,0.18218397331454797,0.431772904956425,0.0,1,7,1,7.32218204149006,1,0,-0.3470989800002826,Other,UNKNOWN
CAYYEG,0.1741642105613333,-0.02699873019761578,0.19014384754621524,-0.7341679196152207,-0.8909147703546146,-0.33451080981067555,0.0,0,5,1,15.6992237241768,2,1,-1.9873392300000887,Mn,UNKNOWN
CAYYEG,0.1741642105613333,-0.02699873019761578,0.19014384754621524,-0.7341679196152207,-0.8909147703546146,-0.33451080981067555,0.0,0,5,1,15.6992237241768,0,1,-0.3351200699999026,Mn,UNKNOWN
CAYYEG,0.1741642105613333,-0.02699873019761578,0.19014384754621524,-0.7341679196152207,-0.8909147703546146,-0.33451080981067555,0.0,0,5,1,15.6992237241768,1,1,-1.2940859700001963,Mn,UNKNOWN
CAYYEG,0.1741642105613333,-0.02699873019761578,0.19014384754621524,-0.7341679196152207,-0.8909147703546146,-0.33451080981067555,0.0,0,5,1,15.6992237241768,1,0,-0.9512413600004948,Mn,UNKNOWN
BUKYAJ,-0.8414772815173482,-1.113522718727899,-0.8296150578794477,-0.20654112552903336,-0.564935718032473,0.21638033747932567,0.0,0,7,1,4.73104507577701,2,1,-1.3061889200002952,Other,UNKNOWN
BUKYAJ,-0.8414772815173482,-1.113522718727899,-0.8296150578794477,-0.20654112552903336,-0.564935718032473,0.21638033747932567,0.0,0,7,1,4.73104507577701,0,1,-0.3638382899999897,Other,UNKNOWN
BUKYAJ,-0.8414772815173482,-1.113522718727899,-0.8296150578794477,-0.20654112552903336,-0.564935718032473,0.21638033747932567,0.0,0,7,1,4.73104507577701,1,1,-1.103416519999996,Other,UNKNOWN
BUKYAJ,-0.8414772815173482,-1.113522718727899,-0.8296150578794477,-0.20654112552903336,-0.564935718032473,0.21638033747932567,0.0,0,7,1,4.73104507577701,1,0,-0.532786779999924,Other,UNKNOWN
CEYPUT,-0.695852558830699,-0.8988123454460176,-0.747944307600917,-0.21289567308051097,-0.6560478755138172,-0.38861226433776697,0.0,0,1,2,5.81968274717687,0,1,-0.4479043999999703,Co,dia
CEYPUT,-0.695852558830699,-0.8988123454460176,-0.747944307600917,-0.21289567308051097,-0.6560478755138172,-0.38861226433776697,0.0,0,1,2,5.81968274717687,1,1,-1.90376139,Co,dia
CEYPUT,-0.695852558830699,-0.8988123454460176,-0.747944307600917,-0.21289567308051097,-0.6560478755138172,-0.38861226433776697,0.0,0,1,2,5.81968274717687,1,0,-0.5811831799998117,Co,dia
AGABIU,1.8679596820201947,2.176652863270596,1.8840201508558316,0.604063722898043,1.7209670774439145,2.2866075306739218,1.0,1,7,1,9.63285992488556,0,1,-0.3898347999999032,Other,UNKNOWN
AGABIU,1.8679596820201947,2.176652863270596,1.8840201508558316,0.604063722898043,1.7209670774439145,2.2866075306739218,1.0,1,7,1,9.63285992488556,1,1,-0.7588966599998912,Other,UNKNOWN
AGABIU,1.8679596820201947,2.176652863270596,1.8840201508558316,0.604063722898043,1.7209670774439145,2.2866075306739218,1.0,1,7,1,9.63285992488556,1,0,-0.6191266699999005,Other,UNKNOWN
AGARUW,-0.019359569026385717,0.4958988863521349,-0.004971830615538308,0.1592480299572182,-0.6540231609031197,-1.0290597303858124,0.0,0,4,1,6.94487590243711,0,1,0.2125529999999571,La,UNKNOWN
AGARUW,-0.019359569026385717,0.4958988863521349,-0.004971830615538308,0.1592480299572182,-0.6540231609031197,-1.0290597303858124,0.0,0,4,1,6.94487590243711,2,1,-0.905460519999906,La,UNKNOWN
AGARUW,-0.019359569026385717,0.4958988863521349,-0.004971830615538308,0.1592480299572182,-0.6540231609031197,-1.0290597303858124,0.0,0,4,1,6.94487590243711,1,1,-0.4133880100000624,La,UNKNOWN
AGARUW,-0.019359569026385717,0.4958988863521349,-0.004971830615538308,0.1592480299572182,-0.6540231609031197,-1.0290597303858124,0.0,0,4,1,6.94487590243711,1,0,-0.1972654700000475,La,UNKNOWN
CUYWUP,0.272708007063434,-0.40082727437060195,0.28869234678697947,0.7335570482949796,0.5263854571329591,0.6284674216279723,0.0,1,2,3,16.8217599895873,0,1,-0.6277680199998485,Cu,lvt
CUYWUP,0.272708007063434,-0.40082727437060195,0.28869234678697947,0.7335570482949796,0.5263854571329591,0.6284674216279723,0.0,1,2,3,16.8217599895873,2,1,-1.8001028500000302,Cu,lvt
CUYWUP,0.272708007063434,-0.40082727437060195,0.28869234678697947,0.7335570482949796,0.5263854571329591,0.6284674216279723,0.0,1,2,3,16.8217599895873,1,1,-0.6786148700000467,Cu,lvt
CUYWUP,0.272708007063434,-0.40082727437060195,0.28869234678697947,0.7335570482949796,0.5263854571329591,0.6284674216279723,0.0,1,2,3,16.8217599895873,1,0,-0.859836089999817,Cu,lvt
ATOWOW,1.0323581107083835,1.1369346920992056,1.0476786615611335,0.5903938052885668,1.1277256965098301,1.1085486150441217,0.0,1,8,1,8.39382588563667,2,1,-1.000778649999802,Zn,UNKNOWN
ATOWOW,1.0323581107083835,1.1369346920992056,1.0476786615611335,0.5903938052885668,1.1277256965098301,1.1085486150441217,0.0,1,8,1,8.39382588563667,0,1,-0.2908861899999237,Zn,UNKNOWN
ATOWOW,1.0323581107083835,1.1369346920992056,1.0476786615611335,0.5903938052885668,1.1277256965098301,1.1085486150441217,0.0,1,8,1,8.39382588563667,1,1,-1.8389620999998897,Zn,UNKNOWN
ATOWOW,1.0323581107083835,1.1369346920992056,1.0476786615611335,0.5903938052885668,1.1277256965098301,1.1085486150441217,0.0,1,8,1,8.39382588563667,1,0,-0.529717499999947,Zn,UNKNOWN
BEPMIU,1.1775730890241483,1.9132896617335755,1.1936006110093604,-0.09480606446658472,0.33808699833818195,0.3532678176373372,0.0,0,8,1,8.54243587259725,2,1,-1.1334344099999498,Zn,UNKNOWN
BEPMIU,1.1775730890241483,1.9132896617335755,1.1936006110093604,-0.09480606446658472,0.33808699833818195,0.3532678176373372,0.0,0,8,1,8.54243587259725,0,1,-0.0766821599999048,Zn,UNKNOWN
BEPMIU,1.1775730890241483,1.9132896617335755,1.1936006110093604,-0.09480606446658472,0.33808699833818195,0.3532678176373372,0.0,0,8,1,8.54243587259725,1,1,-0.4802458099999285,Zn,UNKNOWN
BEPMIU,1.1775730890241483,1.9132896617335755,1.1936006110093604,-0.09480606446658472,0.33808699833818195,0.3532678176373372,0.0,0,8,1,8.54243587259725,1,0,-0.1245221399999536,Zn,UNKNOWN
BIRMUM,-0.6018653935329233,-0.3401880389679198,-0.5859227904817108,-1.3974176304614565,-1.4821314366780027,-0.7795166327314088,0.0,1,5,1,14.2528796721965,2,1,-1.2097878999998102,Mn,UNKNOWN
BIRMUM,-0.6018653935329233,-0.3401880389679198,-0.5859227904817108,-1.3974176304614565,-1.4821314366780027,-0.7795166327314088,0.0,1,5,1,14.2528796721965,0,1,-0.4638389599999755,Mn,UNKNOWN
BIRMUM,-0.6018653935329233,-0.3401880389679198,-0.5859227904817108,-1.3974176304614565,-1.4821314366780027,-0.7795166327314088,0.0,1,5,1,14.2528796721965,1,1,-0.788076060000094,Mn,UNKNOWN
BIRMUM,-0.6018653935329233,-0.3401880389679198,-0.5859227904817108,-1.3974176304614565,-1.4821314366780027,-0.7795166327314088,0.0,1,5,1,14.2528796721965,1,0,-0.9819574700004524,Mn,UNKNOWN
AMUXAI,0.7096659545336886,1.159241065946499,0.703235446488643,0.22255041075559887,0.26519727235310686,0.31765718951029565,1.0,1,2,1,7.39799345019184,2,1,-1.687130969999771,Cu,UNKNOWN
AMUXAI,0.7096659545336886,1.159241065946499,0.703235446488643,0.22255041075559887,0.26519727235310686,0.31765718951029565,1.0,1,2,1,7.39799345019184,0,1,-0.3646651799999745,Cu,UNKNOWN
AMUXAI,0.7096659545336886,1.159241065946499,0.703235446488643,0.22255041075559887,0.26519727235310686,0.31765718951029565,1.0,1,2,1,7.39799345019184,1,1,-0.9603984000002584,Cu,UNKNOWN
AMUXAI,0.7096659545336886,1.159241065946499,0.703235446488643,0.22255041075559887,0.26519727235310686,0.31765718951029565,1.0,1,2,1,7.39799345019184,1,0,-0.6227783700001055,Cu,UNKNOWN
AVIPAX,0.1865538575059789,-0.014487219586687954,0.20248075893562317,0.658302920751853,0.18218397331454797,0.431772904956425,0.0,1,7,1,7.32218204149006,2,1,-1.5554991800001972,Other,UNKNOWN
AVIPAX,0.1865538575059789,-0.014487219586687954,0.20248075893562317,0.658302920751853,0.18218397331454797,0.431772904956425,0.0,1,7,1,7.32218204149006,0,1,-0.2752257700001337,Other,UNKNOWN
AVIPAX,0.1865538575059789,-0.014487219586687954,0.20248075893562317,0.658302920751853,0.18218397331454797,0.431772904956425,0.0,1,7,1,7.32218204149006,1,1,-0.7079703900001277,Other,UNKNOWN
AVIPAX,0.1865538575059789,-0.014487219586687954,0.20248075893562317,0.658302920751853,0.18218397331454797,0.431772904956425,0.0,1,7,1,7.32218204149006,1,0,-0.5358268100001169,Other,UNKNOWN
AXUBAW,2.2624086060590125,0.13260714476309987,2.2758564554661325,0.6100672892334963,1.4415564611677931,1.7080049253639982,0.0,0,8,6,7.51997818196681,2,1,-1.1842691600002129,Zn,pcu
AXUBAW,2.2624086060590125,0.13260714476309987,2.2758564554661325,0.6100672892334963,1.4415564611677931,1.7080049253639982,0.0,0,8,6,7.51997818196681,0,1,-0.3191458800000646,Zn,pcu
AXUBAW,2.2624086060590125,0.13260714476309987,2.2758564554661325,0.6100672892334963,1.4415564611677931,1.7080049253639982,0.0,0,8,6,7.51997818196681,1,1,-0.6536413900000753,Zn,pcu
AXUBAW,2.2624086060590125,0.13260714476309987,2.2758564554661325,0.6100672892334963,1.4415564611677931,1.7080049253639982,0.0,0,8,6,7.51997818196681,1,0,-0.4305697900000496,Zn,pcu
DIXKOL,0.14603675564512966,-0.32228597270860476,0.16201505032258653,0.13113347297511,-0.534564998872025,-0.6348824658732495,0.0,1,1,1,7.2123879804177,2,1,-1.8105281899997865,Co,UNKNOWN
DIXKOL,0.14603675564512966,-0.32228597270860476,0.16201505032258653,0.13113347297511,-0.534564998872025,-0.6348824658732495,0.0,1,1,1,7.2123879804177,0,1,-0.4200463000001946,Co,UNKNOWN
DIXKOL,0.14603675564512966,-0.32228597270860476,0.16201505032258653,0.13113347297511,-0.534564998872025,-0.6348824658732495,0.0,1,1,1,7.2123879804177,1,1,-0.9233345899997404,Co,UNKNOWN
DIXKOL,0.14603675564512966,-0.32228597270860476,0.16201505032258653,0.13113347297511,-0.534564998872025,-0.6348824658732495,0.0,1,1,1,7.2123879804177,1,0,-0.6704376800000773,Co,UNKNOWN
COQNIF,0.5614981291642612,0.26907946309889735,0.5774962506226398,0.7051779144951669,0.3826307197735053,-0.21899190924805373,0.0,0,7,0,2.79481734975268,2,1,0.6282081199999539,Other,Other
COQNIF,0.5614981291642612,0.26907946309889735,0.5774962506226398,0.7051779144951669,0.3826307197735053,-0.21899190924805373,0.0,0,7,0,2.79481734975268,0,1,-0.3391352799999936,Other,Other
COQNIF,0.5614981291642612,0.26907946309889735,0.5774962506226398,0.7051779144951669,0.3826307197735053,-0.21899190924805373,0.0,0,7,0,2.79481734975268,1,1,-0.8380227800000171,Other,Other
COQNIF,0.5614981291642612,0.26907946309889735,0.5774962506226398,0.7051779144951669,0.3826307197735053,-0.21899190924805373,0.0,0,7,0,2.79481734975268,1,0,1.2724230300000272,Other,Other
CUIMDZ01,-1.1453336951473656,-0.9248204123944509,-1.129690472759611,-3.0751093051653644,-1.9154203633670612,-1.3223643631923412,0.0,1,2,0,4.32941689165369,2,1,-1.8626522899999145,Cu,Other
CUIMDZ01,-1.1453336951473656,-0.9248204123944509,-1.129690472759611,-3.0751093051653644,-1.9154203633670612,-1.3223643631923412,0.0,1,2,0,4.32941689165369,0,1,-0.4897100299998556,Cu,Other
CUIMDZ01,-1.1453336951473656,-0.9248204123944509,-1.129690472759611,-3.0751093051653644,-1.9154203633670612,-1.3223643631923412,0.0,1,2,0,4.32941689165369,1,1,-0.8166687299999467,Cu,Other
CUIMDZ01,-1.1453336951473656,-0.9248204123944509,-1.129690472759611,-3.0751093051653644,-1.9154203633670612,-1.3223643631923412,0.0,1,2,0,4.32941689165369,1,0,-0.1680245499999273,Cu,Other
DITYEM,-1.4541036337792612,-1.1677241641286902,-1.4382017015146955,-3.1909325530797656,-2.2596218471854725,-1.53757940441956,0.0,1,2,0,11.071134512379,2,1,-2.249839580000071,Cu,Other
DITYEM,-1.4541036337792612,-1.1677241641286902,-1.4382017015146955,-3.1909325530797656,-2.2596218471854725,-1.53757940441956,0.0,1,2,0,11.071134512379,0,1,-0.3440314200000784,Cu,Other
DITYEM,-1.4541036337792612,-1.1677241641286902,-1.4382017015146955,-3.1909325530797656,-2.2596218471854725,-1.53757940441956,0.0,1,2,0,11.071134512379,1,1,-1.2922002600000724,Cu,Other
DITYEM,-1.4541036337792612,-1.1677241641286902,-1.4382017015146955,-3.1909325530797656,-2.2596218471854725,-1.53757940441956,0.0,1,2,0,11.071134512379,1,0,-0.7004129299999704,Cu,Other
APAZIC,0.1225847991619455,-0.23499833968675862,0.13856197465761314,0.9112801184603385,0.862488082508584,0.9093899226174533,0.0,1,4,1,19.4524791049338,0,1,-0.27477097999963,La,UNKNOWN
APAZIC,0.1225847991619455,-0.23499833968675862,0.13856197465761314,0.9112801184603385,0.862488082508584,0.9093899226174533,0.0,1,4,1,19.4524791049338,2,1,-1.507984729999862,La,UNKNOWN
APAZIC,0.1225847991619455,-0.23499833968675862,0.13856197465761314,0.9112801184603385,0.862488082508584,0.9093899226174533,0.0,1,4,1,19.4524791049338,1,1,-1.127901060000113,La,UNKNOWN
APAZIC,0.1225847991619455,-0.23499833968675862,0.13856197465761314,0.9112801184603385,0.862488082508584,0.9093899226174533,0.0,1,4,1,19.4524791049338,1,0,-0.7529458600001817,La,UNKNOWN
CIFDOM,-0.5941051777944262,-0.7596754797163426,-0.5797222010786266,0.6088563127744512,0.21052997786429972,0.4026838668641013,0.0,1,5,6,9.73623952455435,0,1,-0.5368670799998654,Mn,pcu
CIFDOM,-0.5941051777944262,-0.7596754797163426,-0.5797222010786266,0.6088563127744512,0.21052997786429972,0.4026838668641013,0.0,1,5,6,9.73623952455435,2,1,-2.0589049600000635,Mn,pcu
CIFDOM,-0.5941051777944262,-0.7596754797163426,-0.5797222010786266,0.6088563127744512,0.21052997786429972,0.4026838668641013,0.0,1,5,6,9.73623952455435,1,1,-1.501153209999984,Mn,pcu
CIFDOM,-0.5941051777944262,-0.7596754797163426,-0.5797222010786266,0.6088563127744512,0.21052997786429972,0.4026838668641013,0.0,1,5,6,9.73623952455435,1,0,-1.08163962000026,Mn,pcu
DEFRIR,-1.0087975659376336,-1.1997365507505917,-1.1598006694191518,0.20977668778371766,0.5223360279115665,-0.22697132152861105,0.0,1,7,0,7.40672380304279,0,1,-0.3601919500001713,Other,Other
DEFRIR,-1.0087975659376336,-1.1997365507505917,-1.1598006694191518,0.20977668778371766,0.5223360279115665,-0.22697132152861105,0.0,1,7,0,7.40672380304279,1,1,-0.6645485200001531,Other,Other
DEFRIR,-1.0087975659376336,-1.1997365507505917,-1.1598006694191518,0.20977668778371766,0.5223360279115665,-0.22697132152861105,0.0,1,7,0,7.40672380304279,1,0,-0.3207490400000097,Other,Other
BEPNOB,1.266070029745674,1.9989497838442338,1.2821017750102757,0.14495115382436566,0.7855489273021162,0.887614819676966,0.0,1,8,1,8.62208948618714,2,1,-1.2029234899998755,Zn,UNKNOWN
BEPNOB,1.266070029745674,1.9989497838442338,1.2821017750102757,0.14495115382436566,0.7855489273021162,0.887614819676966,0.0,1,8,1,8.62208948618714,0,1,-0.4289608999999927,Zn,UNKNOWN
BEPNOB,1.266070029745674,1.9989497838442338,1.2821017750102757,0.14495115382436566,0.7855489273021162,0.887614819676966,0.0,1,8,1,8.62208948618714,1,1,-0.938642659999914,Zn,UNKNOWN
BEPNOB,1.266070029745674,1.9989497838442338,1.2821017750102757,0.14495115382436566,0.7855489273021162,0.887614819676966,0.0,1,8,1,8.62208948618714,1,0,-0.5741803399998844,Zn,UNKNOWN
CIXCOC,-0.862311574889592,-0.9753183657919915,-0.8463814009345813,-1.9655149730210206,-2.217102840360845,-1.7706266528668329,0.0,0,1,1,2.06506911046672,2,1,-1.6521186399999124,Co,UNKNOWN
CIXCOC,-0.862311574889592,-0.9753183657919915,-0.8463814009345813,-1.9655149730210206,-2.217102840360845,-1.7706266528668329,0.0,0,1,1,2.06506911046672,0,1,-0.3510134399998605,Co,UNKNOWN
CIXCOC,-0.862311574889592,-0.9753183657919915,-0.8463814009345813,-1.9655149730210206,-2.217102840360845,-1.7706266528668329,0.0,0,1,1,2.06506911046672,1,1,-0.8220223199997463,Co,UNKNOWN
CIXCOC,-0.862311574889592,-0.9753183657919915,-0.8463814009345813,-1.9655149730210206,-2.217102840360845,-1.7706266528668329,0.0,0,1,1,2.06506911046672,1,0,-0.5914585899998883,Co,UNKNOWN
DITYOW,-0.9364253812577132,-0.26312948708799033,-0.926365498784824,-1.3477944902741732,-0.8463710489192913,-0.7546974847224861,1.0,1,2,3,5.17214139809335,2,1,-2.15307397999959,Cu,lvt
DITYOW,-0.9364253812577132,-0.26312948708799033,-0.926365498784824,-1.3477944902741732,-0.8463710489192913,-0.7546974847224861,1.0,1,2,3,5.17214139809335,0,1,-0.5859734399998615,Cu,lvt
DITYOW,-0.9364253812577132,-0.26312948708799033,-0.926365498784824,-1.3477944902741732,-0.8463710489192913,-0.7546974847224861,1.0,1,2,3,5.17214139809335,1,1,-1.0793260299999474,Cu,lvt
DITYOW,-0.9364253812577132,-0.26312948708799033,-0.926365498784824,-1.3477944902741732,-0.8463710489192913,-0.7546974847224861,1.0,1,2,3,5.17214139809335,1,0,-0.6496789899997566,Cu,lvt
AFIPAH,-1.2713048726543972,-0.8470712685918833,-1.2553942168087224,-0.5718593098127421,-0.6783197362314789,-1.0882609941379504,0.0,1,4,1,3.71323140540068,0,1,-0.5301021700000206,La,UNKNOWN
AFIPAH,-1.2713048726543972,-0.8470712685918833,-1.2553942168087224,-0.5718593098127421,-0.6783197362314789,-1.0882609941379504,0.0,1,4,1,3.71323140540068,2,1,-2.0765004900000577,La,UNKNOWN
AFIPAH,-1.2713048726543972,-0.8470712685918833,-1.2553942168087224,-0.5718593098127421,-0.6783197362314789,-1.0882609941379504,0.0,1,4,1,3.71323140540068,1,1,-1.0832993399999964,La,UNKNOWN
AFIPAH,-1.2713048726543972,-0.8470712685918833,-1.2553942168087224,-0.5718593098127421,-0.6783197362314789,-1.0882609941379504,0.0,1,4,1,3.71323140540068,1,0,-0.9373087999999824,La,UNKNOWN
ALAMUW,1.7031073487797965,0.36595243378797804,1.719159950479512,1.0892166111251402,1.9315373969563545,2.3676953519445703,0.0,1,2,5,18.7080315964812,0,1,-0.2519785899999078,Cu,nbo
ALAMUW,1.7031073487797965,0.36595243378797804,1.719159950479512,1.0892166111251402,1.9315373969563545,2.3676953519445703,0.0,1,2,5,18.7080315964812,2,1,-1.5820474300001024,Cu,nbo
ALAMUW,1.7031073487797965,0.36595243378797804,1.719159950479512,1.0892166111251402,1.9315373969563545,2.3676953519445703,0.0,1,2,5,18.7080315964812,1,1,-0.9681917400000656,Cu,nbo
ALAMUW,1.7031073487797965,0.36595243378797804,1.719159950479512,1.0892166111251402,1.9315373969563545,2.3676953519445703,0.0,1,2,5,18.7080315964812,1,0,-0.219373140000016,Cu,nbo
CAXWEF,1.5829533812903203,2.170922185678721,1.5990002489638613,0.41787690372208414,0.6296459022784823,0.19512885069380706,0.0,1,3,1,7.15846098016026,2,1,-1.6667427599998064,Fe,UNKNOWN
CAXWEF,1.5829533812903203,2.170922185678721,1.5990002489638613,0.41787690372208414,0.6296459022784823,0.19512885069380706,0.0,1,3,1,7.15846098016026,0,1,-0.2111008900000115,Fe,UNKNOWN
CAXWEF,1.5829533812903203,2.170922185678721,1.5990002489638613,0.41787690372208414,0.6296459022784823,0.19512885069380706,0.0,1,3,1,7.15846098016026,1,1,-0.8943153199998051,Fe,UNKNOWN
CAXWEF,1.5829533812903203,2.170922185678721,1.5990002489638613,0.41787690372208414,0.6296459022784823,0.19512885069380706,0.0,1,3,1,7.15846098016026,1,0,-0.6658885900000087,Fe,UNKNOWN
ASADAA,-0.4908619490140057,-0.38456576050085,-0.4749140486208107,0.03251947830643179,-0.564935718032473,-0.7678337407729855,0.0,0,0,1,7.3737144981859,0,1,-0.4765587999997933,Cd,UNKNOWN
ASADAA,-0.4908619490140057,-0.38456576050085,-0.4749140486208107,0.03251947830643179,-0.564935718032473,-0.7678337407729855,0.0,0,0,1,7.3737144981859,2,1,-1.68202400999985,Cd,UNKNOWN
ASADAA,-0.4908619490140057,-0.38456576050085,-0.4749140486208107,0.03251947830643179,-0.564935718032473,-0.7678337407729855,0.0,0,0,1,7.3737144981859,1,1,-1.0710721999998896,Cd,UNKNOWN
ASADAA,-0.4908619490140057,-0.38456576050085,-0.4749140486208107,0.03251947830643179,-0.564935718032473,-0.7678337407729855,0.0,0,0,1,7.3737144981859,1,0,-0.6289305599998443,Cd,UNKNOWN
CANRUG,-0.10933931893130673,-0.19719747400412335,-0.0937581857442633,0.6084495593276651,0.18015925870385166,0.6472916038264575,0.0,1,7,0,12.8267950967632,2,1,-1.130304740000156,Other,Other
CANRUG,-0.10933931893130673,-0.19719747400412335,-0.0937581857442633,0.6084495593276651,0.18015925870385166,0.6472916038264575,0.0,1,7,0,12.8267950967632,0,1,-0.3069095500002277,Other,Other
CANRUG,-0.10933931893130673,-0.19719747400412335,-0.0937581857442633,0.6084495593276651,0.18015925870385166,0.6472916038264575,0.0,1,7,0,12.8267950967632,1,1,-0.8699757100000625,Other,Other
CANRUG,-0.10933931893130673,-0.19719747400412335,-0.0937581857442633,0.6084495593276651,0.18015925870385166,0.6472916038264575,0.0,1,7,0,12.8267950967632,1,0,-0.4076186700001472,Other,Other
COKMUM,1.6670143610053691,2.2145432214095635,1.6830175315054285,0.40077074787163586,0.8523645094551013,0.4267317173796606,0.0,1,5,1,7.57205830804687,2,1,-1.544726049999781,Mn,UNKNOWN
COKMUM,1.6670143610053691,2.2145432214095635,1.6830175315054285,0.40077074787163586,0.8523645094551013,0.4267317173796606,0.0,1,5,1,7.57205830804687,0,1,-0.2745749199998499,Mn,UNKNOWN
COKMUM,1.6670143610053691,2.2145432214095635,1.6830175315054285,0.40077074787163586,0.8523645094551013,0.4267317173796606,0.0,1,5,1,7.57205830804687,1,1,-0.8646924399997715,Mn,UNKNOWN
COKMUM,1.6670143610053691,2.2145432214095635,1.6830175315054285,0.40077074787163586,0.8523645094551013,0.4267317173796606,0.0,1,5,1,7.57205830804687,1,0,-0.5580642199997783,Mn,UNKNOWN
DEYDOA,-1.240670099318278,-0.7000940337153034,-1.2247579815101244,-0.05649511543416622,-0.3847361176804811,-0.3884752241197298,0.0,1,7,0,8.34614516056141,2,1,-1.449441670000169,Other,Other
DEYDOA,-1.240670099318278,-0.7000940337153034,-1.2247579815101244,-0.05649511543416622,-0.3847361176804811,-0.3884752241197298,0.0,1,7,0,8.34614516056141,0,1,-0.3435266900000897,Other,Other
DEYDOA,-1.240670099318278,-0.7000940337153034,-1.2247579815101244,-0.05649511543416622,-0.3847361176804811,-0.3884752241197298,0.0,1,7,0,8.34614516056141,1,1,-0.9915095800001836,Other,Other
DEYDOA,-1.240670099318278,-0.7000940337153034,-1.2247579815101244,-0.05649511543416622,-0.3847361176804811,-0.3884752241197298,0.0,1,7,0,8.34614516056141,1,0,-0.6354572100001405,Other,Other
ADOCEC,-0.6791841796447415,-0.8985208360855873,-0.6636371652261474,-0.39594893419804145,-0.8079014713160568,-0.8595875915467411,1.0,1,7,1,7.93288578630779,0,1,-0.617468510000208,Other,UNKNOWN
ADOCEC,-0.6791841796447415,-0.8985208360855873,-0.6636371652261474,-0.39594893419804145,-0.8079014713160568,-0.8595875915467411,1.0,1,7,1,7.93288578630779,2,1,-2.0490079400001378,Other,UNKNOWN
ADOCEC,-0.6791841796447415,-0.8985208360855873,-0.6636371652261474,-0.39594893419804145,-0.8079014713160568,-0.8595875915467411,1.0,1,7,1,7.93288578630779,1,1,-0.734478880000097,Other,UNKNOWN
ADOCEC,-0.6791841796447415,-0.8985208360855873,-0.6636371652261474,-0.39594893419804145,-0.8079014713160568,-0.8595875915467411,1.0,1,7,1,7.93288578630779,1,0,-0.2830927400000291,Other,UNKNOWN
BIMDEF,-1.086341444824241,-1.1918525689141983,-1.0704219620945385,0.09192305144609153,-0.27742624331356536,-0.5188546626060518,0.0,1,2,0,7.12767601929241,2,1,-1.759768599999461,Cu,Other
BIMDEF,-1.086341444824241,-1.1918525689141983,-1.0704219620945385,0.09192305144609153,-0.27742624331356536,-0.5188546626060518,0.0,1,2,0,7.12767601929241,0,1,-0.6045210499992208,Cu,Other
BIMDEF,-1.086341444824241,-1.1918525689141983,-1.0704219620945385,0.09192305144609153,-0.27742624331356536,-0.5188546626060518,0.0,1,2,0,7.12767601929241,1,1,-0.9412597699997604,Cu,Other
BIMDEF,-1.086341444824241,-1.1918525689141983,-1.0704219620945385,0.09192305144609153,-0.27742624331356536,-0.5188546626060518,0.0,1,2,0,7.12767601929241,1,0,-0.4690480399999615,Cu,Other
COTXIU,-0.7824712884370093,-0.5742778810164552,-0.772444131295658,-0.12791749666496333,-0.49002127743670054,-0.10797142725421432,0.0,0,0,1,17.9455339798307,2,1,-1.339611419999983,Cd,UNKNOWN
COTXIU,-0.7824712884370093,-0.5742778810164552,-0.772444131295658,-0.12791749666496333,-0.49002127743670054,-0.10797142725421432,0.0,0,0,1,17.9455339798307,0,1,-0.2857101600002352,Cd,UNKNOWN
COTXIU,-0.7824712884370093,-0.5742778810164552,-0.772444131295658,-0.12791749666496333,-0.49002127743670054,-0.10797142725421432,0.0,0,0,1,17.9455339798307,1,1,-1.2523583900006088,Cd,UNKNOWN
COTXIU,-0.7824712884370093,-0.5742778810164552,-0.772444131295658,-0.12791749666496333,-0.49002127743670054,-0.10797142725421432,0.0,0,0,1,17.9455339798307,1,0,-0.4785400500004471,Cd,UNKNOWN
COYCEZ,-0.23285253191918368,-0.6083983716657845,-0.299345427389869,0.5705748758717175,0.13561553726852832,-0.023760949999815466,0.0,1,7,2,7.93288578630779,2,1,-1.4245380099998783,Other,dia
